,year,month,day,hours,counts,hours2,Wday,Wnight,Tday,Tnight,WDFday,WDFnight,avgT,week,isFestival,dayFestival,isWork,firstWork,lastWork
315,2014,8,24,13,2570,169,2,1,7,5,1,1,6.0,7,0,0,0,0,0
316,2014,8,24,14,2758,196,2,1,7,5,1,1,6.0,7,0,0,0,0,0
317,2014,8,24,15,2340,225,2,1,7,5,1,1,6.0,7,0,0,0,0,0
318,2014,8,24,16,2394,256,2,1,7,5,1,1,6.0,7,0,0,0,0,0
319,2014,8,24,17,2612,289,2,1,7,5,1,1,6.0,7,0,0,0,0,0
320,2014,8,24,18,2273,324,2,1,7,5,1,1,6.0,7,0,0,0,0,0
321,2014,8,24,19,1948,361,2,1,7,5,1,1,6.0,7,0,0,0,0,0
322,2014,8,24,20,1959,400,2,1,7,5,1,1,6.0,7,0,0,0,0,0
323,2014,8,24,21,1679,441,2,1,7,5,1,1,6.0,7,0,0,0,0,0
324,2014,8,25,6,2155,36,1,1,7,5,1,1,6.0,1,0,0,1,1,5
325,2014,8,25,7,4871,49,1,1,7,5,1,1,6.0,1,0,0,1,1,5
326,2014,8,25,8,5868,64,1,1,7,5,1,1,6.0,1,0,0,1,1,5
327,2014,8,25,9,3910,81,1,1,7,5,1,1,6.0,1,0,0,1,1,5
328,2014,8,25,10,2722,100,1,1,7,5,1,1,6.0,1,0,0,1,1,5
329,2014,8,25,11,2411,121,1,1,7,5,1,1,6.0,1,0,0,1,1,5
330,2014,8,25,12,1936,144,1,1,7,5,1,1,6.0,1,0,0,1,1,5
331,2014,8,25,13,2232,169,1,1,7,5,1,1,6.0,1,0,0,1,1,5
332,2014,8,25,14,2411,196,1,1,7,5,1,1,6.0,1,0,0,1,1,5
333,2014,8,25,15,2348,225,1,1,7,5,1,1,6.0,1,0,0,1,1,5
334,2014,8,25,16,2846,256,1,1,7,5,1,1,6.0,1,0,0,1,1,5
335,2014,8,25,17,3745,289,1,1,7,5,1,1,6.0,1,0,0,1,1,5
336,2014,8,25,18,3857,324,1,1,7,5,1,1,6.0,1,0,0,1,1,5
337,2014,8,25,19,2190,361,1,1,7,5,1,1,6.0,1,0,0,1,1,5
338,2014,8,25,20,1825,400,1,1,7,5,1,1,6.0,1,0,0,1,1,5
339,2014,8,25,21,1593,441,1,1,7,5,1,1,6.0,1,0,0,1,1,5
340,2014,8,26,6,1453,36,1,2,7,5,1,1,6.0,2,0,0,1,2,4
341,2014,8,26,7,4537,49,1,2,7,5,1,1,6.0,2,0,0,1,2,4
342,2014,8,26,8,5303,64,1,2,7,5,1,1,6.0,2,0,0,1,2,4
343,2014,8,26,9,3990,81,1,2,7,5,1,1,6.0,2,0,0,1,2,4
344,2014,8,26,10,2795,100,1,2,7,5,1,1,6.0,2,0,0,1,2,4
345,2014,8,26,11,2067,121,1,2,7,5,1,1,6.0,2,0,0,1,2,4
346,2014,8,26,12,1808,144,1,2,7,5,1,1,6.0,2,0,0,1,2,4
347,2014,8,26,13,2228,169,1,2,7,5,1,1,6.0,2,0,0,1,2,4
348,2014,8,26,14,2213,196,1,2,7,5,1,1,6.0,2,0,0,1,2,4
349,2014,8,26,15,2375,225,1,2,7,5,1,1,6.0,2,0,0,1,2,4
350,2014,8,26,16,2696,256,1,2,7,5,1,1,6.0,2,0,0,1,2,4
351,2014,8,26,17,3560,289,1,2,7,5,1,1,6.0,2,0,0,1,2,4
352,2014,8,26,18,4120,324,1,2,7,5,1,1,6.0,2,0,0,1,2,4
353,2014,8,26,19,2206,361,1,2,7,5,1,1,6.0,2,0,0,1,2,4
354,2014,8,26,20,1576,400,1,2,7,5,1,1,6.0,2,0,0,1,2,4
355,2014,8,26,21,1721,441,1,2,7,5,1,1,6.0,2,0,0,1,2,4
356,2014,8,27,6,1844,36,3,2,6,5,1,1,5.5,3,0,0,1,3,3
357,2014,8,27,7,4683,49,3,2,6,5,1,1,5.5,3,0,0,1,3,3
358,2014,8,27,8,5646,64,3,2,6,5,1,1,5.5,3,0,0,1,3,3
359,2014,8,27,9,4345,81,3,2,6,5,1,1,5.5,3,0,0,1,3,3
360,2014,8,27,10,2946,100,3,2,6,5,1,1,5.5,3,0,0,1,3,3
361,2014,8,27,11,2269,121,3,2,6,5,1,1,5.5,3,0,0,1,3,3
362,2014,8,27,12,1662,144,3,2,6,5,1,1,5.5,3,0,0,1,3,3
363,2014,8,27,13,2172,169,3,2,6,5,1,1,5.5,3,0,0,1,3,3
364,2014,8,27,14,2093,196,3,2,6,5,1,1,5.5,3,0,0,1,3,3
365,2014,8,27,15,2075,225,3,2,6,5,1,1,5.5,3,0,0,1,3,3
366,2014,8,27,16,2619,256,3,2,6,5,1,1,5.5,3,0,0,1,3,3
367,2014,8,27,17,4072,289,3,2,6,5,1,1,5.5,3,0,0,1,3,3
368,2014,8,27,18,3784,324,3,2,6,5,1,1,5.5,3,0,0,1,3,3
369,2014,8,27,19,2373,361,3,2,6,5,1,1,5.5,3,0,0,1,3,3
370,2014,8,27,20,1661,400,3,2,6,5,1,1,5.5,3,0,0,1,3,3
371,2014,8,27,21,1606,441,3,2,6,5,1,1,5.5,3,0,0,1,3,3
372,2014,8,28,6,1844,36,2,2,6,5,1,1,5.5,4,0,0,1,4,2
373,2014,8,28,7,4180,49,2,2,6,5,1,1,5.5,4,0,0,1,4,2
374,2014,8,28,8,5392,64,2,2,6,5,1,1,5.5,4,0,0,1,4,2
375,2014,8,28,9,4163,81,2,2,6,5,1,1,5.5,4,0,0,1,4,2
376,2014,8,28,10,2944,100,2,2,6,5,1,1,5.5,4,0,0,1,4,2
377,2014,8,28,11,2414,121,2,2,6,5,1,1,5.5,4,0,0,1,4,2
378,2014,8,28,12,1960,144,2,2,6,5,1,1,5.5,4,0,0,1,4,2
379,2014,8,28,13,2195,169,2,2,6,5,1,1,5.5,4,0,0,1,4,2
380,2014,8,28,14,2036,196,2,2,6,5,1,1,5.5,4,0,0,1,4,2
381,2014,8,28,15,2091,225,2,2,6,5,1,1,5.5,4,0,0,1,4,2
382,2014,8,28,16,2275,256,2,2,6,5,1,1,5.5,4,0,0,1,4,2
383,2014,8,28,17,3286,289,2,2,6,5,1,1,5.5,4,0,0,1,4,2
384,2014,8,28,18,3548,324,2,2,6,5,1,1,5.5,4,0,0,1,4,2
385,2014,8,28,19,1749,361,2,2,6,5,1,1,5.5,4,0,0,1,4,2
386,2014,8,28,20,1392,400,2,2,6,5,1,1,5.5,4,0,0,1,4,2
387,2014,8,28,21,1257,441,2,2,6,5,1,1,5.5,4,0,0,1,4,2
388,2014,8,29,6,1811,36,2,1,7,5,1,1,6.0,5,0,0,1,5,1
389,2014,8,29,7,4120,49,2,1,7,5,1,1,6.0,5,0,0,1,5,1
390,2014,8,29,8,5159,64,2,1,7,5,1,1,6.0,5,0,0,1,5,1
391,2014,8,29,9,3858,81,2,1,7,5,1,1,6.0,5,0,0,1,5,1
392,2014,8,29,10,2939,100,2,1,7,5,1,1,6.0,5,0,0,1,5,1
393,2014,8,29,11,2415,121,2,1,7,5,1,1,6.0,5,0,0,1,5,1
394,2014,8,29,12,1756,144,2,1,7,5,1,1,6.0,5,0,0,1,5,1
395,2014,8,29,13,1905,169,2,1,7,5,1,1,6.0,5,0,0,1,5,1
396,2014,8,29,14,2118,196,2,1,7,5,1,1,6.0,5,0,0,1,5,1
397,2014,8,29,15,2227,225,2,1,7,5,1,1,6.0,5,0,0,1,5,1
398,2014,8,29,16,2443,256,2,1,7,5,1,1,6.0,5,0,0,1,5,1
399,2014,8,29,17,3597,289,2,1,7,5,1,1,6.0,5,0,0,1,5,1
400,2014,8,29,18,3970,324,2,1,7,5,1,1,6.0,5,0,0,1,5,1
401,2014,8,29,19,2301,361,2,1,7,5,1,1,6.0,5,0,0,1,5,1
402,2014,8,29,20,1650,400,2,1,7,5,1,1,6.0,5,0,0,1,5,1
403,2014,8,29,21,1606,441,2,1,7,5,1,1,6.0,5,0,0,1,5,1
404,2014,8,30,6,1530,36,1,1,7,5,1,1,6.0,6,0,0,0,0,0
405,2014,8,30,7,2893,49,1,1,7,5,1,1,6.0,6,0,0,0,0,0
406,2014,8,30,8,4652,64,1,1,7,5,1,1,6.0,6,0,0,0,0,0
407,2014,8,30,9,4089,81,1,1,7,5,1,1,6.0,6,0,0,0,0,0
408,2014,8,30,10,3227,100,1,1,7,5,1,1,6.0,6,0,0,0,0,0
409,2014,8,30,11,2833,121,1,1,7,5,1,1,6.0,6,0,0,0,0,0
410,2014,8,30,12,2384,144,1,1,7,5,1,1,6.0,6,0,0,0,0,0
411,2014,8,30,13,2464,169,1,1,7,5,1,1,6.0,6,0,0,0,0,0
412,2014,8,30,14,2726,196,1,1,7,5,1,1,6.0,6,0,0,0,0,0
413,2014,8,30,15,2349,225,1,1,7,5,1,1,6.0,6,0,0,0,0,0
414,2014,8,30,16,2169,256,1,1,7,5,1,1,6.0,6,0,0,0,0,0
415,2014,8,30,17,2956,289,1,1,7,5,1,1,6.0,6,0,0,0,0,0
416,2014,8,30,18,2908,324,1,1,7,5,1,1,6.0,6,0,0,0,0,0
417,2014,8,30,19,1882,361,1,1,7,5,1,1,6.0,6,0,0,0,0,0
418,2014,8,30,20,1889,400,1,1,7,5,1,1,6.0,6,0,0,0,0,0
419,2014,8,30,21,2042,441,1,1,7,5,1,1,6.0,6,0,0,0,0,0
420,2014,8,31,6,1581,36,2,2,7,5,1,1,6.0,7,0,0,0,0,0
421,2014,8,31,7,2620,49,2,2,7,5,1,1,6.0,7,0,0,0,0,0
422,2014,8,31,8,3405,64,2,2,7,5,1,1,6.0,7,0,0,0,0,0
423,2014,8,31,9,3776,81,2,2,7,5,1,1,6.0,7,0,0,0,0,0
424,2014,8,31,10,3189,100,2,2,7,5,1,1,6.0,7,0,0,0,0,0
425,2014,8,31,11,2888,121,2,2,7,5,1,1,6.0,7,0,0,0,0,0
426,2014,8,31,12,2311,144,2,2,7,5,1,1,6.0,7,0,0,0,0,0
427,2014,8,31,13,2306,169,2,2,7,5,1,1,6.0,7,0,0,0,0,0
428,2014,8,31,14,2505,196,2,2,7,5,1,1,6.0,7,0,0,0,0,0
429,2014,8,31,15,2530,225,2,2,7,5,1,1,6.0,7,0,0,0,0,0
430,2014,8,31,16,2547,256,2,2,7,5,1,1,6.0,7,0,0,0,0,0
431,2014,8,31,17,2669,289,2,2,7,5,1,1,6.0,7,0,0,0,0,0
432,2014,8,31,18,2363,324,2,2,7,5,1,1,6.0,7,0,0,0,0,0
433,2014,8,31,19,2093,361,2,2,7,5,1,1,6.0,7,0,0,0,0,0
434,2014,8,31,20,1738,400,2,2,7,5,1,1,6.0,7,0,0,0,0,0
435,2014,8,31,21,1501,441,2,2,7,5,1,1,6.0,7,0,0,0,0,0
436,2014,9,1,6,2348,36,2,1,7,5,1,1,6.0,1,0,0,1,1,5
437,2014,9,1,7,5581,49,2,1,7,5,1,1,6.0,1,0,0,1,1,5
438,2014,9,1,8,5854,64,2,1,7,5,1,1,6.0,1,0,0,1,1,5
439,2014,9,1,9,3966,81,2,1,7,5,1,1,6.0,1,0,0,1,1,5
440,2014,9,1,10,3184,100,2,1,7,5,1,1,6.0,1,0,0,1,1,5
441,2014,9,1,11,2333,121,2,1,7,5,1,1,6.0,1,0,0,1,1,5
442,2014,9,1,12,2036,144,2,1,7,5,1,1,6.0,1,0,0,1,1,5
443,2014,9,1,13,2396,169,2,1,7,5,1,1,6.0,1,0,0,1,1,5
444,2014,9,1,14,2406,196,2,1,7,5,1,1,6.0,1,0,0,1,1,5
445,2014,9,1,15,2656,225,2,1,7,5,1,1,6.0,1,0,0,1,1,5
446,2014,9,1,16,3165,256,2,1,7,5,1,1,6.0,1,0,0,1,1,5
447,2014,9,1,17,4155,289,2,1,7,5,1,1,6.0,1,0,0,1,1,5
448,2014,9,1,18,4491,324,2,1,7,5,1,1,6.0,1,0,0,1,1,5
449,2014,9,1,19,2534,361,2,1,7,5,1,1,6.0,1,0,0,1,1,5
450,2014,9,1,20,1739,400,2,1,7,5,1,1,6.0,1,0,0,1,1,5
451,2014,9,1,21,1587,441,2,1,7,5,1,1,6.0,1,0,0,1,1,5
452,2014,9,2,6,2257,36,1,1,7,5,1,1,6.0,2,0,0,1,2,4
453,2014,9,2,7,5403,49,1,1,7,5,1,1,6.0,2,0,0,1,2,4
454,2014,9,2,8,5683,64,1,1,7,5,1,1,6.0,2,0,0,1,2,4
455,2014,9,2,9,4000,81,1,1,7,5,1,1,6.0,2,0,0,1,2,4
456,2014,9,2,10,2937,100,1,1,7,5,1,1,6.0,2,0,0,1,2,4
457,2014,9,2,11,2292,121,1,1,7,5,1,1,6.0,2,0,0,1,2,4
458,2014,9,2,12,1821,144,1,1,7,5,1,1,6.0,2,0,0,1,2,4
459,2014,9,2,13,2273,169,1,1,7,5,1,1,6.0,2,0,0,1,2,4
460,2014,9,2,14,2434,196,1,1,7,5,1,1,6.0,2,0,0,1,2,4
461,2014,9,2,15,2662,225,1,1,7,5,1,1,6.0,2,0,0,1,2,4
462,2014,9,2,16,3139,256,1,1,7,5,1,1,6.0,2,0,0,1,2,4
463,2014,9,2,17,4450,289,1,1,7,5,1,1,6.0,2,0,0,1,2,4
464,2014,9,2,18,4478,324,1,1,7,5,1,1,6.0,2,0,0,1,2,4
465,2014,9,2,19,2564,361,1,1,7,5,1,1,6.0,2,0,0,1,2,4
466,2014,9,2,20,1853,400,1,1,7,5,1,1,6.0,2,0,0,1,2,4
467,2014,9,2,21,1821,441,1,1,7,5,1,1,6.0,2,0,0,1,2,4
468,2014,9,3,6,2000,36,1,2,7,5,1,1,6.0,3,0,0,1,3,3
469,2014,9,3,7,5389,49,1,2,7,5,1,1,6.0,3,0,0,1,3,3
470,2014,9,3,8,6215,64,1,2,7,5,1,1,6.0,3,0,0,1,3,3
471,2014,9,3,9,4149,81,1,2,7,5,1,1,6.0,3,0,0,1,3,3
472,2014,9,3,10,3039,100,1,2,7,5,1,1,6.0,3,0,0,1,3,3
473,2014,9,3,11,2582,121,1,2,7,5,1,1,6.0,3,0,0,1,3,3
474,2014,9,3,12,1997,144,1,2,7,5,1,1,6.0,3,0,0,1,3,3
475,2014,9,3,13,2420,169,1,2,7,5,1,1,6.0,3,0,0,1,3,3
476,2014,9,3,14,2534,196,1,2,7,5,1,1,6.0,3,0,0,1,3,3
477,2014,9,3,15,2210,225,1,2,7,5,1,1,6.0,3,0,0,1,3,3
478,2014,9,3,16,2849,256,1,2,7,5,1,1,6.0,3,0,0,1,3,3
479,2014,9,3,17,3904,289,1,2,7,5,1,1,6.0,3,0,0,1,3,3
480,2014,9,3,18,4153,324,1,2,7,5,1,1,6.0,3,0,0,1,3,3
481,2014,9,3,19,2327,361,1,2,7,5,1,1,6.0,3,0,0,1,3,3
482,2014,9,3,20,1701,400,1,2,7,5,1,1,6.0,3,0,0,1,3,3
483,2014,9,3,21,1606,441,1,2,7,5,1,1,6.0,3,0,0,1,3,3
484,2014,9,4,6,2428,36,3,3,7,5,1,1,6.0,4,0,0,1,4,2
485,2014,9,4,7,5095,49,3,3,7,5,1,1,6.0,4,0,0,1,4,2
486,2014,9,4,8,5844,64,3,3,7,5,1,1,6.0,4,0,0,1,4,2
487,2014,9,4,9,3978,81,3,3,7,5,1,1,6.0,4,0,0,1,4,2
488,2014,9,4,10,3293,100,3,3,7,5,1,1,6.0,4,0,0,1,4,2
489,2014,9,4,11,2506,121,3,3,7,5,1,1,6.0,4,0,0,1,4,2
490,2014,9,4,12,1907,144,3,3,7,5,1,1,6.0,4,0,0,1,4,2
491,2014,9,4,13,2242,169,3,3,7,5,1,1,6.0,4,0,0,1,4,2
492,2014,9,4,14,2441,196,3,3,7,5,1,1,6.0,4,0,0,1,4,2
493,2014,9,4,15,2789,225,3,3,7,5,1,1,6.0,4,0,0,1,4,2
494,2014,9,4,16,2881,256,3,3,7,5,1,1,6.0,4,0,0,1,4,2
495,2014,9,4,17,4411,289,3,3,7,5,1,1,6.0,4,0,0,1,4,2
496,2014,9,4,18,4398,324,3,3,7,5,1,1,6.0,4,0,0,1,4,2
497,2014,9,4,19,2604,361,3,3,7,5,1,1,6.0,4,0,0,1,4,2
498,2014,9,4,20,2138,400,3,3,7,5,1,1,6.0,4,0,0,1,4,2
499,2014,9,4,21,1872,441,3,3,7,5,1,1,6.0,4,0,0,1,4,2
500,2014,9,5,6,2114,36,3,3,6,5,1,1,5.5,5,0,0,1,5,1
501,2014,9,5,7,5024,49,3,3,6,5,1,1,5.5,5,0,0,1,5,1
502,2014,9,5,8,5750,64,3,3,6,5,1,1,5.5,5,0,0,1,5,1
503,2014,9,5,9,4160,81,3,3,6,5,1,1,5.5,5,0,0,1,5,1
504,2014,9,5,10,2346,100,3,3,6,5,1,1,5.5,5,0,0,1,5,1
505,2014,9,5,11,2330,121,3,3,6,5,1,1,5.5,5,0,0,1,5,1
506,2014,9,5,12,1893,144,3,3,6,5,1,1,5.5,5,0,0,1,5,1
507,2014,9,5,13,2200,169,3,3,6,5,1,1,5.5,5,0,0,1,5,1
508,2014,9,5,14,2215,196,3,3,6,5,1,1,5.5,5,0,0,1,5,1
509,2014,9,5,15,2650,225,3,3,6,5,1,1,5.5,5,0,0,1,5,1
510,2014,9,5,16,3174,256,3,3,6,5,1,1,5.5,5,0,0,1,5,1
511,2014,9,5,17,4049,289,3,3,6,5,1,1,5.5,5,0,0,1,5,1
512,2014,9,5,18,3893,324,3,3,6,5,1,1,5.5,5,0,0,1,5,1
513,2014,9,5,19,2645,361,3,3,6,5,1,1,5.5,5,0,0,1,5,1
514,2014,9,5,20,1903,400,3,3,6,5,1,1,5.5,5,0,0,1,5,1
515,2014,9,5,21,1921,441,3,3,6,5,1,1,5.5,5,0,0,1,5,1
516,2014,9,6,6,1271,36,2,2,7,5,1,1,6.0,6,1,1,0,0,0
517,2014,9,6,7,2501,49,2,2,7,5,1,1,6.0,6,1,1,0,0,0
518,2014,9,6,8,3642,64,2,2,7,5,1,1,6.0,6,1,1,0,0,0
519,2014,9,6,9,3917,81,2,2,7,5,1,1,6.0,6,1,1,0,0,0
520,2014,9,6,10,3240,100,2,2,7,5,1,1,6.0,6,1,1,0,0,0
521,2014,9,6,11,2861,121,2,2,7,5,1,1,6.0,6,1,1,0,0,0
522,2014,9,6,12,2402,144,2,2,7,5,1,1,6.0,6,1,1,0,0,0
523,2014,9,6,13,2414,169,2,2,7,5,1,1,6.0,6,1,1,0,0,0
524,2014,9,6,14,3039,196,2,2,7,5,1,1,6.0,6,1,1,0,0,0
525,2014,9,6,15,2521,225,2,2,7,5,1,1,6.0,6,1,1,0,0,0
526,2014,9,6,16,2525,256,2,2,7,5,1,1,6.0,6,1,1,0,0,0
527,2014,9,6,17,3246,289,2,2,7,5,1,1,6.0,6,1,1,0,0,0
528,2014,9,6,18,2977,324,2,2,7,5,1,1,6.0,6,1,1,0,0,0
529,2014,9,6,19,2272,361,2,2,7,5,1,1,6.0,6,1,1,0,0,0
530,2014,9,6,20,2039,400,2,2,7,5,1,1,6.0,6,1,1,0,0,0
531,2014,9,6,21,2003,441,2,2,7,5,1,1,6.0,6,1,1,0,0,0
532,2014,9,7,6,1169,36,1,2,7,5,1,1,6.0,7,1,2,0,0,0
533,2014,9,7,7,2349,49,1,2,7,5,1,1,6.0,7,1,2,0,0,0
534,2014,9,7,8,3520,64,1,2,7,5,1,1,6.0,7,1,2,0,0,0
535,2014,9,7,9,3929,81,1,2,7,5,1,1,6.0,7,1,2,0,0,0
536,2014,9,7,10,3463,100,1,2,7,5,1,1,6.0,7,1,2,0,0,0
537,2014,9,7,11,2627,121,1,2,7,5,1,1,6.0,7,1,2,0,0,0
538,2014,9,7,12,2139,144,1,2,7,5,1,1,6.0,7,1,2,0,0,0
539,2014,9,7,13,2589,169,1,2,7,5,1,1,6.0,7,1,2,0,0,0
540,2014,9,7,14,2707,196,1,2,7,5,1,1,6.0,7,1,2,0,0,0
541,2014,9,7,15,2404,225,1,2,7,5,1,1,6.0,7,1,2,0,0,0
542,2014,9,7,16,2800,256,1,2,7,5,1,1,6.0,7,1,2,0,0,0
543,2014,9,7,17,2777,289,1,2,7,5,1,1,6.0,7,1,2,0,0,0
544,2014,9,7,18,2388,324,1,2,7,5,1,1,6.0,7,1,2,0,0,0
545,2014,9,7,19,2024,361,1,2,7,5,1,1,6.0,7,1,2,0,0,0
546,2014,9,7,20,2084,400,1,2,7,5,1,1,6.0,7,1,2,0,0,0
547,2014,9,7,21,1953,441,1,2,7,5,1,1,6.0,7,1,2,0,0,0
548,2014,9,8,6,1099,36,3,2,6,5,1,1,5.5,1,1,3,0,1,5
549,2014,9,8,7,1732,49,3,2,6,5,1,1,5.5,1,1,3,0,1,5
550,2014,9,8,8,2487,64,3,2,6,5,1,1,5.5,1,1,3,0,1,5
551,2014,9,8,9,2819,81,3,2,6,5,1,1,5.5,1,1,3,0,1,5
552,2014,9,8,10,2837,100,3,2,6,5,1,1,5.5,1,1,3,0,1,5
553,2014,9,8,11,2080,121,3,2,6,5,1,1,5.5,1,1,3,0,1,5
554,2014,9,8,12,1760,144,3,2,6,5,1,1,5.5,1,1,3,0,1,5
555,2014,9,8,13,2124,169,3,2,6,5,1,1,5.5,1,1,3,0,1,5
556,2014,9,8,14,2695,196,3,2,6,5,1,1,5.5,1,1,3,0,1,5
557,2014,9,8,15,2497,225,3,2,6,5,1,1,5.5,1,1,3,0,1,5
558,2014,9,8,16,2968,256,3,2,6,5,1,1,5.5,1,1,3,0,1,5
559,2014,9,8,17,2900,289,3,2,6,5,1,1,5.5,1,1,3,0,1,5
560,2014,9,8,18,2101,324,3,2,6,5,1,1,5.5,1,1,3,0,1,5
561,2014,9,8,19,2460,361,3,2,6,5,1,1,5.5,1,1,3,0,1,5
562,2014,9,8,20,2480,400,3,2,6,5,1,1,5.5,1,1,3,0,1,5
563,2014,9,8,21,2555,441,3,2,6,5,1,1,5.5,1,1,3,0,1,5
564,2014,9,9,6,2229,36,2,2,7,5,1,1,6.0,2,0,0,1,1,4
565,2014,9,9,7,5031,49,2,2,7,5,1,1,6.0,2,0,0,1,1,4
566,2014,9,9,8,5624,64,2,2,7,5,1,1,6.0,2,0,0,1,1,4
567,2014,9,9,9,3680,81,2,2,7,5,1,1,6.0,2,0,0,1,1,4
568,2014,9,9,10,3066,100,2,2,7,5,1,1,6.0,2,0,0,1,1,4
569,2014,9,9,11,2491,121,2,2,7,5,1,1,6.0,2,0,0,1,1,4
570,2014,9,9,12,2075,144,2,2,7,5,1,1,6.0,2,0,0,1,1,4
571,2014,9,9,13,2074,169,2,2,7,5,1,1,6.0,2,0,0,1,1,4
572,2014,9,9,14,2262,196,2,2,7,5,1,1,6.0,2,0,0,1,1,4
573,2014,9,9,15,2419,225,2,2,7,5,1,1,6.0,2,0,0,1,1,4
574,2014,9,9,16,3089,256,2,2,7,5,1,1,6.0,2,0,0,1,1,4
575,2014,9,9,17,4020,289,2,2,7,5,1,1,6.0,2,0,0,1,1,4
576,2014,9,9,18,4293,324,2,2,7,5,1,1,6.0,2,0,0,1,1,4
577,2014,9,9,19,2641,361,2,2,7,5,1,1,6.0,2,0,0,1,1,4
578,2014,9,9,20,1620,400,2,2,7,5,1,1,6.0,2,0,0,1,1,4
579,2014,9,9,21,1513,441,2,2,7,5,1,1,6.0,2,0,0,1,1,4
580,2014,9,10,6,2462,36,2,2,7,5,1,1,6.0,3,0,0,1,2,3
581,2014,9,10,7,5285,49,2,2,7,5,1,1,6.0,3,0,0,1,2,3
582,2014,9,10,8,5706,64,2,2,7,5,1,1,6.0,3,0,0,1,2,3
583,2014,9,10,9,3989,81,2,2,7,5,1,1,6.0,3,0,0,1,2,3
584,2014,9,10,10,3031,100,2,2,7,5,1,1,6.0,3,0,0,1,2,3
585,2014,9,10,11,2390,121,2,2,7,5,1,1,6.0,3,0,0,1,2,3
586,2014,9,10,12,1999,144,2,2,7,5,1,1,6.0,3,0,0,1,2,3
587,2014,9,10,13,2042,169,2,2,7,5,1,1,6.0,3,0,0,1,2,3
588,2014,9,10,14,2278,196,2,2,7,5,1,1,6.0,3,0,0,1,2,3
589,2014,9,10,15,2445,225,2,2,7,5,1,1,6.0,3,0,0,1,2,3
590,2014,9,10,16,3006,256,2,2,7,5,1,1,6.0,3,0,0,1,2,3
591,2014,9,10,17,4129,289,2,2,7,5,1,1,6.0,3,0,0,1,2,3
592,2014,9,10,18,4171,324,2,2,7,5,1,1,6.0,3,0,0,1,2,3
593,2014,9,10,19,2424,361,2,2,7,5,1,1,6.0,3,0,0,1,2,3
594,2014,9,10,20,1836,400,2,2,7,5,1,1,6.0,3,0,0,1,2,3
595,2014,9,10,21,1646,441,2,2,7,5,1,1,6.0,3,0,0,1,2,3
596,2014,9,11,6,2314,36,2,2,7,5,1,1,6.0,4,0,0,1,3,2
597,2014,9,11,7,5280,49,2,2,7,5,1,1,6.0,4,0,0,1,3,2
598,2014,9,11,8,5562,64,2,2,7,5,1,1,6.0,4,0,0,1,3,2
599,2014,9,11,9,4138,81,2,2,7,5,1,1,6.0,4,0,0,1,3,2
600,2014,9,11,10,3020,100,2,2,7,5,1,1,6.0,4,0,0,1,3,2
601,2014,9,11,11,2564,121,2,2,7,5,1,1,6.0,4,0,0,1,3,2
602,2014,9,11,12,2098,144,2,2,7,5,1,1,6.0,4,0,0,1,3,2
603,2014,9,11,13,2058,169,2,2,7,5,1,1,6.0,4,0,0,1,3,2
604,2014,9,11,14,2293,196,2,2,7,5,1,1,6.0,4,0,0,1,3,2
605,2014,9,11,15,2292,225,2,2,7,5,1,1,6.0,4,0,0,1,3,2
606,2014,9,11,16,2658,256,2,2,7,5,1,1,6.0,4,0,0,1,3,2
607,2014,9,11,17,4001,289,2,2,7,5,1,1,6.0,4,0,0,1,3,2
608,2014,9,11,18,3960,324,2,2,7,5,1,1,6.0,4,0,0,1,3,2
609,2014,9,11,19,2337,361,2,2,7,5,1,1,6.0,4,0,0,1,3,2
610,2014,9,11,20,1835,400,2,2,7,5,1,1,6.0,4,0,0,1,3,2
611,2014,9,11,21,1628,441,2,2,7,5,1,1,6.0,4,0,0,1,3,2
612,2014,9,12,6,2412,36,3,3,7,5,1,1,6.0,5,0,0,1,4,1
613,2014,9,12,7,5089,49,3,3,7,5,1,1,6.0,5,0,0,1,4,1
614,2014,9,12,8,5764,64,3,3,7,5,1,1,6.0,5,0,0,1,4,1
615,2014,9,12,9,3841,81,3,3,7,5,1,1,6.0,5,0,0,1,4,1
616,2014,9,12,10,2975,100,3,3,7,5,1,1,6.0,5,0,0,1,4,1
617,2014,9,12,11,2374,121,3,3,7,5,1,1,6.0,5,0,0,1,4,1
618,2014,9,12,12,2077,144,3,3,7,5,1,1,6.0,5,0,0,1,4,1
619,2014,9,12,13,2434,169,3,3,7,5,1,1,6.0,5,0,0,1,4,1
620,2014,9,12,14,2599,196,3,3,7,5,1,1,6.0,5,0,0,1,4,1
621,2014,9,12,15,2624,225,3,3,7,5,1,1,6.0,5,0,0,1,4,1
622,2014,9,12,16,3058,256,3,3,7,5,1,1,6.0,5,0,0,1,4,1
623,2014,9,12,17,3986,289,3,3,7,5,1,1,6.0,5,0,0,1,4,1
624,2014,9,12,18,4312,324,3,3,7,5,1,1,6.0,5,0,0,1,4,1
625,2014,9,12,19,2571,361,3,3,7,5,1,1,6.0,5,0,0,1,4,1
626,2014,9,12,20,2166,400,3,3,7,5,1,1,6.0,5,0,0,1,4,1
627,2014,9,12,21,1889,441,3,3,7,5,1,1,6.0,5,0,0,1,4,1
628,2014,9,13,6,1285,36,3,3,6,5,1,1,5.5,6,0,0,0,0,0
629,2014,9,13,7,2947,49,3,3,6,5,1,1,5.5,6,0,0,0,0,0
630,2014,9,13,8,4060,64,3,3,6,5,1,1,5.5,6,0,0,0,0,0
